,Voter ID,VOTE_TYPE,ZIP,SEX,BIRTHYEAR,Voting Site,Voting Precinct
151653,1174050998,P,77003,M,1992,SRD143R,9
151654,1176222901,P,77003,F,1987,SRD143R,9
151655,1157349314,P,77003,M,1990,SRD143R,9
151656,1176353261,E,77003,F,1976,92006,9
151657,1175277772,P,77003,F,1969,SRD143R,9
151658,1176062748,P,77003,F,1943,SRD143R,9
151659,1175691839,E,77003,M,1969,92006,9
151660,1182559330,E,77003,M,1948,92006,9
151662,1181844562,P,77003,F,1987,SRD143R,9
151664,1181400476,P,77003,F,1979,SRD138M,9
151665,1172595015,P,77003,M,1976,SRD143R,9
151666,1031824373,P,77003,M,1982,SRD143R,9
151667,1180647345,E,77003,M,1984,92004,9
151668,1180652842,P,77003,M,1957,SRD143R,9
151669,1180364739,P,77003,F,1972,SRD143R,9
151670,1180010781,P,77003,F,1991,SRD147U,9
151671,1153918848,P,77003,M,1990,SRD143R,9
151672,1180331371,P,77003,F,1957,SRD143R,9
151674,1181280495,P,77003,M,1980,SRD143R,9
151675,1184966105,E,77003,M,1968,92006,9
151676,1172115257,P,77003,F,1964,SRD143R,9
151677,1185555660,P,77003,F,1982,SRD143R,9
151678,1185598004,E,77003,F,1964,92006,9
151679,1064454525,P,77003,F,1979,SRD143R,9
151680,1182913993,P,77003,F,1990,SRD143R,9
151681,1183685282,E,77003,F,1958,92006,9
151682,1183161646,P,77003,M,1991,SRD143R,9
151683,1183439482,E,77003,M,1994,92072,9
151684,1183562202,P,77003,F,1994,SRD143R,9
151685,1183388863,P,77011,F,1964,SRD143R,10
151686,1183727381,P,77003,M,1976,SRD143R,10
151687,1100535708,E,77003,F,1988,92023,10
151688,1184298165,P,77003,M,1994,SRD143R,10
151689,1185862284,P,77003,F,1956,SRD143R,10
151690,1102280940,P,77003,F,1983,SRD143R,10
151691,1017008873,E,77011,F,1969,91022,10
151692,1185160175,P,77003,F,1992,SRD143R,10
151694,1184580271,E,77003,F,1980,91022,10
151695,1180941367,P,77011,F,1955,SRD143R,10
151696,1180008997,P,77011,F,1980,SRD143R,10
151697,1179833380,E,77003,F,1993,12016,10
151698,1181666342,P,77003,F,1990,SRD143R,10
151699,1181578442,E,77003,F,1993,91022,10
151700,1181668971,E,77003,F,1958,92023,10
151701,1099577107,P,77003,F,1968,SRD143R,10
151702,1182196210,P,77003,M,1992,SRD143R,10
151704,1175563568,P,77003,M,1992,SRD143R,10
151705,1175524194,P,77003,M,1967,SRD143R,10
151706,1174216206,P,77003,M,1987,SRD143R,10
151707,1174224772,P,77003,M,1992,SRD143R,10
151708,1178274061,P,77011,M,1949,SRD143R,10
151709,1178787049,P,77011,M,1982,SRD145C,10
151710,1178823418,P,77003,F,1978,SRD143R,10
151711,1179794415,E,77011,M,1973,92027,10
151712,1186784592,P,77003,F,1981,SRD143R,10
151713,1135026527,E,77003,F,1986,92006,10
151714,1189358552,P,77011,M,1978,SRD143R,10
151715,1015580700,P,77003,M,1976,SRD143R,10
151716,1015580684,P,77003,F,1975,SRD143R,10
151717,1188822517,E,77003,M,1993,91052,10
151718,1104872786,P,77011,F,1982,SRD143R,10
151719,1190604663,E,77003,M,1994,92025,10
151720,1190779061,P,77011,M,1976,SRD143R,10
151721,1126711992,P,77011,F,1975,SRD145M,10
151723,1193833812,P,77011,F,1989,SRD143R,10
151724,1122228927,P,77003,M,1986,SRD143R,10
151725,1192669139,P,77011,F,1993,SRD143R,10
151727,1195467951,P,77003,M,1994,SRD143R,10
151728,1197329998,P,77011,M,1969,SRD001C,10
151729,1196971749,P,77003,F,1986,SRD134M,10
151730,2001311346,E,77003,F,1997,92023,10
151731,2001556408,P,77003,F,1986,SRD143R,10
151732,2000382263,E,77003,F,1994,92077,10
151733,1164125693,P,77003,F,1991,SRD143R,10
151734,1222059136,P,77011,M,1991,SRD143R,10
151735,1221681242,P,77003,M,1941,SRD143R,10
151736,1219652990,P,77003,F,1941,SRD143R,10
151737,1218944931,E,77011,F,1955,92040,10
151738,1219032424,E,77011,M,1959,92040,10
151739,1218380497,E,77003,M,1979,82060,10
151740,1170889129,P,77003,M,1967,SRD143R,10
151741,1174276860,P,77003,M,1992,SRD137B,10
151742,1212886087,E,77003,F,1996,92027,10
151744,1213128863,P,77011,M,1949,SRD129E,10
151745,1214032179,E,77011,F,1996,92023,10
151747,1214606353,P,77011,M,1944,SRD143R,10
151748,1156721734,P,77003,F,1990,SRD143R,10
151749,1215489217,P,77003,F,1952,SRD143K,10
151750,1215073884,E,77003,M,1962,91022,10
151751,1214950799,E,77011,F,1984,92023,10
151752,1174911267,E,77011,M,1968,91022,10
151753,1217920275,E,77003,F,1952,92006,10
151754,1037255090,P,77003,M,1984,SRD143R,10
151755,1200264973,P,77003,F,1994,SRD143R,10
151756,1199644489,E,77003,F,1994,91022,10
151757,1201082667,P,77011,F,1995,SRD143R,10
151758,1200634181,E,77003,F,1979,91011,10
151759,1198193092,P,77003,F,1965,SRD145C,10
151760,1198225356,E,77011,F,1994,91022,10
151761,1198223636,P,77011,M,1956,SRD143R,10
151762,1198578929,E,77011,F,1993,91022,10
151763,1199383097,E,77003,F,1995,92023,10
151764,1199380696,P,77011,F,1995,SRD143R,10
151765,1160346770,P,77003,M,1980,SRD143R,10
151766,1201526601,E,77011,F,1987,92049,10
151767,1064732780,P,77003,M,1976,SRD143R,10
151768,1203308684,P,77003,F,1975,SRD143R,9
151769,1203356664,P,77011,M,1982,SRD143R,10
151770,1203835682,P,77003,F,1995,SRD143R,10
151771,1166735969,P,77003,M,1985,SRD143R,10
151772,1206496793,P,77003,F,1963,SRD140B,10
151773,1019201245,P,77011,M,1984,SRD143R,10
151774,1210701113,P,77003,F,1989,SRD134M,10
151775,1210572071,P,77011,F,1957,SRD143R,10
151776,1210408460,E,77003,F,1980,92130,10
151777,1210151741,P,77011,F,1991,SRD143R,10
151778,1209697336,P,77003,F,1995,SRD143R,10
151779,1108999472,P,77003,F,1987,SRD143R,10
151780,1061328184,P,77003,M,1986,SRD143R,10
151781,1207048300,P,77003,F,1986,SRD143R,10
151782,1206904512,E,77003,F,1995,91022,10
151783,1206764601,P,77011,F,1995,SRD143R,10
151784,1206765135,P,77003,F,1995,SRD143R,10
151785,1204856221,E,77011,F,1995,92040,10
151786,1205474467,P,77003,M,1986,SRD143R,10
151787,1161813752,P,77011,F,1990,SRD143R,11
151788,1207785901,P,77011,F,1991,SRD143R,11
151789,1040455500,P,77011,M,1975,SRD144R,11
151790,1208986722,P,77011,M,1988,SRD143R,11
151791,1210151787,P,77011,F,1975,SRD143R,11
151792,1209259587,E,77011,F,1995,92023,11
151793,1209524492,E,77011,F,1980,91022,11
151794,1210452919,E,77011,F,1995,42031,11
151796,1204211129,P,77011,F,1970,SRD143R,11
151797,1204389511,P,77011,M,1955,SRD143R,11
151798,1203311944,P,77011,M,1994,SRD143R,11
151799,1203229086,E,77011,F,1993,92042,11
151800,1205765177,P,77011,M,1952,SRD143R,11
151801,1202347208,P,77011,M,1967,SRD143R,11
151802,1202356583,P,77011,F,1995,SRD143R,11
151803,1202692018,P,77011,F,1940,SRD134W,11
151804,1198580977,P,77011,M,1994,SRD146S,11
151805,1198962714,E,77011,M,1963,91022,11
151806,1198406624,P,77011,M,1994,SRD143R,11
151807,1200792693,E,77011,M,1993,92023,11
151808,1200786303,P,77011,F,1961,SRD143R,11
151809,1201187784,P,77011,M,1994,SRD001C,11
151810,1201310603,P,77011,M,1973,SRD143R,11
151811,1199490379,P,77011,M,1989,SRD143R,11
151812,1200388081,P,77011,M,1952,SRD143R,11
151813,1200173327,E,77011,M,1991,92024,11
151814,1217402691,E,77011,M,1992,92028,11
151815,1214822350,P,77011,M,1957,SRD143R,11
151816,1214828419,P,77011,F,1956,SRD143R,11
151817,1215312926,P,77011,M,1955,SRD143R,11
151818,1215706345,E,77011,M,1996,92090,11
151820,1214698610,P,77011,M,1995,SRD145C,11
151821,1214372180,P,77011,F,1983,SRD143R,11
151822,1214031708,P,77011,M,1996,SRD144R,11
151823,1198349077,P,77011,M,1995,SRD131T,11
151824,1213541435,E,77011,M,1974,92023,11
151825,1213432198,P,77011,F,1960,SRD143R,11
151826,1213612906,P,77011,F,1943,SRD143R,11
151827,1073345578,P,77011,M,1987,SRD143R,11
151828,1212283912,P,77011,F,1987,SRD143R,11
151829,1131289108,P,77011,F,1968,SRD143R,11
151830,1218773886,E,77011,F,1996,92023,11
151831,1219335015,P,77011,M,1997,SRD137B,11
151832,1219341703,P,77011,M,1961,SRD143R,11
151833,1220894104,E,77011,F,1991,92049,11
151834,1220930566,P,77011,F,1996,SRD143R,11
151835,1220761413,E,77011,F,1997,92023,11
151836,1220761770,P,77011,M,1989,SRD145C,11
151837,1221798070,E,77011,M,1996,91022,11
151838,1221798425,P,77011,M,1997,SRD143R,11
151839,1221452587,P,77011,F,1995,SRD143R,11
151840,2000379588,E,77011,M,1953,92023,11
151841,2000371500,P,77011,M,1996,SRD147U,11
151842,1222243994,E,77011,M,1983,92006,11
151843,1175801767,P,77011,M,1985,SRD143R,11
151844,2000722259,P,77011,F,1997,SRD143R,11
151845,2000684709,E,77011,M,1995,92023,11
151846,1195863565,P,77011,M,1958,SRD143R,11
151847,1163556317,P,77011,F,1990,SRD143R,11
151848,1106183173,E,77011,F,1987,91022,11
151849,1192877267,E,77011,F,1986,92023,11
151850,1139335201,P,77011,F,1988,SRD143R,11
151851,1190953396,E,77011,F,1993,92024,11
151852,1130160964,P,77011,M,1977,SRD143K,11
151853,1189482589,P,77011,M,1990,SRD143R,11
151854,1189630739,P,77011,M,1993,SRD134M,11
151856,1189165452,P,77011,F,1990,SRD143R,11
151857,1186223084,E,77011,F,1992,92023,11
151858,1186559748,E,77011,F,1984,91022,11
151859,1186729341,P,77011,M,1967,SRD143R,11
151861,1187253893,E,77011,F,1992,92023,11
151862,1187217532,P,77011,M,1993,SRD143R,11
151863,1136847873,P,77011,M,1972,SRD143R,11
151864,1169504255,P,77011,F,1976,SRD134W,11
151865,1179532752,E,77011,F,1992,92028,11
151866,1178956268,P,77011,F,1993,SRD143R,11
151867,1178510379,E,77011,F,1985,92026,11
151868,1178275428,P,77011,F,1979,SRD127V,11
151869,1178226866,P,77011,F,1982,SRD134W,11
151870,1177642659,P,77011,M,1964,SRD143R,11
151871,1177964480,P,77011,M,1993,SRD143R,11
151872,1177871561,P,77011,M,1942,SRD143R,11
151873,1177969026,E,77011,F,1989,91022,11
151874,1177767917,E,77011,M,1967,91022,11
151875,1176701847,E,77011,F,1988,92023,11
151876,1176804426,P,77011,M,1957,SRD143R,11
151877,1177446009,P,77011,F,1954,SRD143R,11
151878,1174213758,P,77011,F,1984,SRD143R,11
151879,1174122116,P,77011,F,1991,SRD143R,11
151880,1173806424,P,77011,M,1992,SRD143R,11
151881,1174909325,E,77011,M,1963,91022,11
151882,1175795630,P,77011,M,1956,SRD143R,11
151883,1025551515,P,77011,F,1974,SRD143R,11
151884,1175983542,P,77011,M,1955,SRD143R,11
151885,1146482269,P,77011,F,1986,SRD148B,11
151886,1185016837,P,77011,M,1977,SRD143R,11
151887,1146040262,P,77011,F,1971,SRD131,11
151888,1186054947,E,77011,M,1993,92023,11
151889,1185450902,E,77011,F,1991,91022,11
151890,1145865220,P,77011,F,1989,SRD143R,11
151891,1113396184,P,77011,F,1987,SRD134M,11
151892,1183831845,P,77011,M,1990,SRD143R,11
151893,1102275659,P,77011,F,1987,SRD138S,11
151894,2002326627,P,77011,M,1991,SRD143R,11
151895,2002134057,E,77011,F,1997,82023,11
151896,1189366570,P,77011,F,1986,SRD143R,11
151898,1060334318,E,77011,F,1988,91022,11
151899,2001976110,E,77011,F,1997,92025,11
151900,2001971570,E,77011,F,1997,92074,11
151901,2001662963,E,77011,M,1993,92024,11
153759,1215191047,E,77011,F,1989,92130,11
153789,2001515511,E,77011,M,1994,92130,11
153823,1187287245,E,77011,M,1978,92023,11
154281,1179611117,P,77003,M,1993,SRD134M,9
154595,1185674426,P,77009,M,1994,SRD134M,46
154679,1161926570,P,77009,F,1970,SRD145M,44
154896,1184789006,P,77009,M,1988,SRD134M,44
155098,1192456303,E,77011,M,1994,91043,11
156673,2001841566,E,77009,F,1988,92121,44
156674,2001763202,P,77009,M,1996,SRD145M,44
156675,2001616967,E,77009,M,1990,92060,44
156676,1215191289,P,77009,F,1983,SRD001C,44
156677,1061595979,P,77009,M,1974,SRD145M,44
156678,1215107559,P,77009,M,1984,SRD145M,44
156679,1215105926,P,77009,F,1981,SRD134M,44
156680,1214951425,P,77009,F,1996,SRD145M,44
156681,1216641435,E,77009,F,1989,92060,44
156682,1216445037,P,77009,F,1980,SRD145M,44
156683,1217680299,P,77009,F,1977,SRD001C,44
156684,1103033070,E,77009,M,1964,92060,44
156685,1217218697,P,77009,F,1996,SRD145M,44
156686,1212330046,E,77009,F,1967,91052,44
156687,1212287734,P,77009,F,1988,SRD001C,44
156688,1165093576,E,77009,F,1991,92143,44
156689,1211822945,E,77009,F,1995,92060,44
156690,1211854050,P,77009,F,1978,SRD145M,44
156691,1212693071,E,77009,M,1990,92060,44
156692,1212748234,P,77009,F,1983,SRD145M,44
156693,1127925990,E,77009,F,1960,21071,44
156694,1214818992,P,77009,M,1986,SRD145M,44
156695,1214372649,P,77009,F,1990,SRD147E,44
156696,1214607973,E,77009,M,1986,92060,44
156697,1214358438,E,77009,M,1996,82056,44
156698,1213442273,E,77009,M,1966,92060,44
156699,1220807536,P,77009,M,1985,SRD145M,44
156700,1221279253,P,77009,M,1984,SRD145M,44
156701,1127445120,E,77009,F,1973,92140,44
156702,1221065172,E,77009,M,1988,92143,44
156703,1220454122,P,77009,F,1971,SRD145M,44
156704,1110737367,P,77009,M,1977,SRD145M,44
156705,1218982886,P,77009,M,1981,SRD001C,44
156706,1218589263,E,77009,F,1996,92060,44
156707,1218524712,P,77009,M,1984,SRD145M,44
156708,1218773341,P,77009,M,1985,SRD145M,44
156709,2000746689,P,77009,F,1986,SRD145M,44
156710,2001311000,P,77009,F,1985,SRD001C,44
156711,2001049034,P,77009,F,1991,SRD145M,44
156712,2001404749,E,77009,F,1994,92060,44
156713,1175020833,P,77009,M,1992,SRD001C,44
156714,1174771384,P,77009,F,1992,SRD001C,44
156715,1221483705,P,77009,M,1962,SRD001C,44
156716,1025499379,P,77009,M,1984,SRD147E,44
156717,2000419215,E,77009,F,1989,11158,44
156718,1222204445,E,77009,M,1991,92060,44
156719,1199371534,P,77009,M,1961,SRD145M,44
156720,1197651002,E,77009,M,1995,92059,44
156721,1199959046,P,77009,F,1982,SRD134S,44
156722,1200178173,P,77009,F,1990,SRD132D,44
156723,1200782787,E,77009,F,1953,91052,44
156724,1200486148,E,77009,F,1969,92143,44
156725,1201256316,E,77009,F,1995,92060,44
156726,1201284276,P,77009,M,1986,SRD145M,44
156727,1203656725,P,77009,F,1947,SRD147S,44
156728,1203763156,P,77009,M,1966,SRD145M,44
156729,1203397050,E,77009,M,1995,92061,44
156730,1203922869,P,77009,M,1964,SRD145M,44
156731,1203985732,E,77009,M,1995,92060,44
156732,1204208966,P,77009,M,1984,SRD001C,44
156734,1154086920,P,77009,M,1981,SRD145M,44
156735,1035438233,P,77009,F,1975,SRD145M,44
156736,1202573827,E,77009,F,1993,92060,44
156737,1202267238,E,77009,M,1986,92143,44
156738,1156174587,P,77009,F,1971,SRD134M,44
156739,1169354265,P,77009,M,1986,SRD145M,44
156740,1211689390,P,77009,M,1981,SRD145M,44
156742,1155898455,P,77009,F,1990,SRD145M,44
156743,1210572754,E,77009,F,1985,92059,44
156744,1210428806,P,77009,F,1989,SRD147E,44
156745,1209435772,E,77009,M,1982,92060,44
156746,1209726953,P,77009,F,1978,SRD145M,44
156747,1130438535,P,77009,M,1981,SRD145M,44
156748,1208699311,P,77009,M,1995,SRD145M,44
156749,1208644291,P,77009,F,1940,SRD001C,44
156750,1206769935,P,77009,M,1984,SRD145M,44
156751,1174252529,P,77009,M,1992,SRD145M,44
156752,1205768007,P,77009,M,1980,SRD145M,44
156753,1205674425,E,77009,M,1984,92143,44
156754,1205674544,E,77009,F,1985,92143,44
156755,1205272080,E,77009,M,1984,92061,44
156756,1205502927,E,77009,M,1985,92143,44
156757,1205473191,P,77009,M,1989,SRD001C,44
156758,1023222585,P,77009,M,1981,SRD145M,44
156759,1187784843,P,77009,M,1945,SRD145M,44
156760,1188798102,E,77009,M,1985,82023,44
156761,1191761622,E,77009,F,1987,92060,44
156762,1190953222,P,77009,M,1983,SRD145M,44
156763,1060544147,P,77009,F,1983,SRD001C,44
156764,1033433124,P,77009,M,1972,SRD001C,44
156765,1189480607,P,77009,F,1986,SRD145M,44
156766,1189485265,P,77009,F,1979,SRD145M,44
156767,1189625301,E,77009,F,1994,92060,44
156768,1150046265,E,77009,M,1990,92060,44
156769,1190061098,P,77009,M,1968,SRD134M,44
156770,1188983695,P,77009,M,1988,SRD147E,44
156771,1189153566,P,77009,F,1988,SRD134S,44
156772,1188823242,E,77009,M,1971,92060,44
156773,1127929784,P,77009,F,1964,SRD145M,44
156774,1194729757,P,77009,M,1986,SRD001C,44
156775,1196319322,P,77009,F,1994,SRD145M,44
156776,1196675611,E,77009,M,1990,92056,44
156777,1196522877,P,77009,F,1986,SRD145M,44
156778,1193388201,E,77009,F,1994,91052,44
156779,1193066879,P,77009,F,1988,SRD145M,44
156780,1199570990,E,77009,F,1994,21113,44
156781,1193838624,P,77009,M,1944,SRD145M,44
156782,1192447187,P,77009,M,1974,SRD145M,44
156783,1191780291,E,77009,F,1989,92060,44
156784,1192876677,P,77009,M,1986,SRD145M,44
156785,1169273140,P,77009,M,1986,SRD145M,44
156786,1192987211,P,77009,M,1988,SRD145M,44
156787,1193061225,P,77009,F,1991,SRD147E,44
156788,1115138492,P,77009,M,1986,SRD147E,44
156790,1174300931,E,77009,F,1931,92060,44
156791,1176374871,E,77009,M,1992,92060,44
156792,1154341553,P,77009,M,1988,SRD145M,44
156793,1016366510,E,77009,M,1973,92143,44
156794,1178427566,P,77009,M,1985,SRD145M,44
156795,1179803829,E,77009,F,1993,92061,44
156796,1161539505,P,77009,F,1987,SRD001C,44
156797,1183897655,E,77009,M,1987,92061,44
156798,1185522152,P,77009,F,1989,SRD145M,44
156799,1184964718,P,77009,F,1993,SRD001C,44
156800,1185129887,E,77009,M,1986,92143,44
156801,1185132863,E,77009,F,1993,91052,44
156802,1185217874,P,77009,F,1992,SRD134M,44
156803,1185264857,E,77009,M,1994,92061,44
156804,1185158669,E,77009,F,1988,92061,44
156805,1113272635,P,77009,M,1987,SRD147E,44
156806,1183156360,P,77009,M,1952,SRD145M,44
156808,1180335998,P,77009,F,1992,SRD140,44
156809,1180780878,E,77009,M,1977,92060,44
156810,1180740082,E,77009,F,1974,92060,44
156811,1180781345,E,77009,F,1992,92060,44
156812,1180942114,P,77009,M,1966,SRD134M,44
156813,1180995261,E,77009,F,1981,92143,44
156902,1126687992,P,77009,M,1986,SRD001C,46
156903,1181919360,E,77009,M,1992,92120,46
156904,1180803678,E,77009,F,1975,92061,46
156905,1180696605,P,77009,F,1980,SRD145M,46
156906,1181282087,P,77009,M,1977,SRD145M,46
156907,1181063732,P,77009,F,1974,SRD142K,46
156908,1183505825,E,77009,M,1991,91052,46
156909,1184260827,E,77009,M,1964,81054,46
156910,1185812339,P,77009,M,1991,SRD145M,46
156911,1185598460,E,77009,F,1950,92061,46
156912,1180168965,P,77009,F,1966,SRD134M,46
156913,1185352027,P,77009,M,1970,SRD145M,46
156914,1185217959,E,77009,F,1992,92061,46
156915,1177528853,E,77009,M,1944,91052,46
156916,1177071784,P,77009,M,1987,SRD145M,46
156917,1177207130,P,77009,F,1992,SRD145M,46
156918,1177252990,P,77009,F,1978,SRD145M,46
156919,1179106444,E,77009,F,1988,91052,46
156921,1115423145,P,77009,F,1988,SRD148B,46
156922,1019036178,E,77009,F,1939,92061,46
156923,1174592733,P,77009,F,1982,SRD134M,46
156924,1175088107,E,77009,F,1991,92056,46
156925,1175370422,E,77009,F,1992,92060,46
156926,1175328401,P,77026,F,1963,SRD145M,46
156927,1176119369,P,77009,F,1965,SRD137B,46
156928,1192455727,P,77009,M,1975,SRD145M,46
156929,1192885478,E,77009,M,1990,91052,46
156930,1192880428,P,77026,F,1976,SRD145M,46
156931,1164278274,E,77009,F,1983,91052,46
156932,1196806405,P,77009,F,1963,SRD145M,46
156933,1196675514,P,77009,F,1958,SRD134M,46
156934,1194642314,P,77009,F,1992,SRD145M,46
156935,1194099327,E,77009,M,1994,91101,46
156936,1194135753,P,77009,M,1986,SRD129E,46
156937,1133272394,E,77026,F,1979,91052,46
156938,1190767911,P,77009,F,1993,SRD145M,46
156939,1032731805,P,77009,M,1969,SRD145M,46
156940,1191144767,P,77009,F,1990,SRD145M,46
156941,1189472366,E,77009,M,1994,62058,46
156943,1188985851,E,77009,F,1993,92060,46
156944,1170901932,P,77009,M,1985,SRD133Z,46
156946,1021750121,P,77026,M,1961,SRD145M,46
156947,1018906483,P,77026,F,1956,SRD145M,46
156948,1103150983,E,77009,M,1957,91052,46
156949,1187721769,P,77009,M,1987,SRD145M,46
156950,1147507806,P,77009,F,1957,SRD145M,46
156951,1210713616,P,77009,F,1996,SRD145M,46
156952,1100268943,E,77009,M,1984,92061,46
156953,1157785127,P,77009,F,1989,SRD145M,46
156954,1211371848,E,77009,M,1960,92061,46
156955,1106839919,P,77009,F,1965,SRD145M,46
156957,1209695029,E,77009,M,1995,22006,46
156958,1209464141,E,77009,F,1955,92060,46
156959,1209526966,P,77009,M,1996,SRD134B,46
156960,1208019382,E,77009,M,1954,92061,46
156961,1207205568,E,77009,F,1995,92056,46
156962,1207015108,P,77009,M,1973,SRD145M,46
156963,1206176684,P,77009,M,1976,SRD145M,46
156965,1148569809,E,77009,F,1990,91052,46
156966,1204901298,E,77009,F,1991,92060,46
156967,1199911901,P,77009,M,1958,SRD145M,46
156968,1199450543,P,77009,M,1994,SRD145M,46
156969,1200346849,P,77026,F,1960,SRD145M,46
156970,1200928673,P,77009,F,1936,SRD001C,46
156971,1201288975,E,77009,M,1987,92061,46
156972,1200485388,P,77009,F,1982,SRD145M,46
156973,1200796949,E,77009,F,1957,91052,46
156975,1185776756,P,77009,F,1978,SRD145M,46
156976,1145662909,P,77009,F,1989,SRD145M,46
156977,1204212113,P,77009,M,1982,SRD145M,46
156978,1204458681,P,77009,M,1991,SRD145M,46
156979,1201628963,P,77009,M,1984,SRD145M,46
156980,1203010778,P,77009,M,1971,SRD145M,46
156981,1202980806,E,77009,M,1972,92061,46
156982,1203073215,P,77009,M,1961,SRD145M,46
156983,2000379952,E,77009,F,1997,92058,46
156984,1222199231,E,77009,M,1994,91052,46
156985,1222005658,E,77009,F,1952,91052,46
156986,1221751534,E,77009,M,1995,91052,46
156987,1221489884,E,77009,F,1969,92061,46
156988,2000957931,E,77009,M,1996,52009,46
156989,1168377507,P,77009,F,1961,SRD145M,46
156990,2001224486,P,77009,F,1991,SRD145M,46
156991,1218275905,P,77009,F,1997,SRD145M,46
156993,1218249102,E,77009,F,1987,22087,46
156994,1218145500,E,77026,M,1985,91052,46
156995,1218777569,E,77009,M,1995,92051,46
156996,1218815950,P,77009,F,1950,SRD145J,46
156997,1219558018,P,77009,F,1988,SRD141L,46
156998,1219223379,P,77009,M,1996,SRD145M,46
156999,1219105574,P,77009,M,1996,SRD143R,46
157000,1221152578,P,77009,F,1986,SRD145M,46
157001,1220049285,E,77009,F,1992,91052,46
157002,1220095071,P,77009,F,1997,SRD145M,46
157003,1219843126,E,77026,M,1984,12156,46
157004,1213614381,P,77009,F,1995,SRD147E,46
157005,1213544548,P,77009,F,1946,SRD145M,46
157006,1214354895,P,77009,F,1993,SRD134W,46
157007,1212693712,P,77009,M,1955,SRD145M,46
157008,1212965489,P,77009,F,1995,SRD142W,46
157009,1213613069,P,77009,M,1956,SRD145M,46
157010,1211905980,E,77009,M,1996,92061,46
157012,1217397879,E,77009,F,1971,92060,46
157013,1217406330,P,77009,F,1990,SRD145M,46
157014,1216968590,P,77009,M,1997,SRD145M,46
157015,1216254572,P,77009,F,1992,SRD001C,46
157016,1137051417,P,77009,F,1979,SRD145M,46
157017,1215072467,P,77009,M,1979,SRD145M,46
157018,1215196587,P,77009,F,1989,SRD145M,46
157019,1215314326,P,77026,M,1960,SRD001C,46
157020,1215483256,P,77009,M,1988,SRD145M,46
157021,1105721663,P,77026,M,1952,SRD145M,46
157022,2002178069,P,77009,M,1989,SRD145J,46
157023,2002134074,P,77009,F,1955,SRD145M,46
157024,2002305276,E,77009,F,1991,12159,46
157026,2001762879,P,77009,F,1997,SRD145M,46
157028,2002013736,E,77009,F,1997,11123,46
157029,2001974726,P,77009,M,1986,SRD145M,46
157129,1186727520,E,77039,F,1994,22076,664
158136,1198273250,P,77003,F,1990,SRD143R,10
160332,1215172364,P,77011,M,1985,SRD131T,11
160358,1187610722,E,77011,M,1988,92040,11
160845,1214145110,E,77011,F,1987,92023,10
161280,1202262104,P,77003,F,1989,SRD001C,9
162458,1214031564,E,77011,M,1996,92023,11
166706,1197340447,P,77011,F,1991,SRD001C,11
167888,1191775395,P,77039,F,1992,SRD140B,664
168766,1186007352,P,77003,M,1994,SRD143R,10
171295,1135764701,E,77504,F,1981,51013,347
172234,1189157496,P,77009,F,1980,SRD145M,44
174017,1188834785,P,77009,F,1993,SRD001C,46
177478,1198193720,E,77504,M,1995,52016,347
177809,1213540378,E,77009,M,1996,92061,46
180574,1212573947,P,77009,F,1990,SRD137E,46
180840,1202339254,E,77003,M,1994,92006,9
180879,1170959048,E,77093,M,1990,22057,411
182604,2000378257,E,77003,F,1985,91022,9
182975,1190954740,E,77003,F,1992,92023,10
184565,1111212310,E,77504,F,1963,52005,347
189434,2000381615,P,77081,M,1987,SRD134M,431
189541,1180641536,P,77087,F,1971,SRD145C,379
189649,1208699002,E,77504,F,1994,52005,347
190105,1153774472,E,77003,F,1990,82030,9
190687,1190172557,E,77087,F,1994,62038,285
190690,1162164618,E,77087,F,1990,62038,285
190691,1190568178,E,77087,F,1956,62038,285
190692,1193950898,P,77087,M,1954,SRD147Z,285
190693,1190610174,E,77087,F,1984,62038,285
190694,1191763466,P,77087,F,1994,SRD146T,285
190696,1188221951,E,77087,F,1991,62038,285
190698,1187219700,P,77087,M,1994,SRD146S,285
190699,1186225655,P,77087,F,1991,SRD145C,285
190700,1186561962,E,77087,F,1993,92126,285
190701,1186612299,P,77087,M,1994,SRD145C,285
190702,1192883604,E,77087,M,1962,62038,285
190703,1192674645,E,77087,M,1993,62039,285
190705,1196811067,E,77087,F,1984,62038,285
190707,1196268602,P,77087,M,1970,SRD145C,285
190708,1196273097,P,77087,F,1944,SRD147S,285
190709,1197067180,E,77087,F,1988,62054,285
190710,1175146214,P,77087,F,1960,SRD146S,285
190711,1175562162,P,77087,M,1960,SRD146S,285
190712,1176487487,P,77087,F,1960,SRD147Z,285
190713,1176578647,E,77087,F,1990,62038,285
190714,1178006413,P,77087,F,1988,SRD146S,285
190715,1178170269,E,77087,F,1993,92106,285
190716,1176619404,E,77087,F,1982,62039,285
190717,1179403880,E,77087,F,1992,61055,285
190718,1179797958,E,77087,M,1954,62038,285
190719,1179610440,P,77087,M,1991,SRD145C,285
190720,1185059745,P,77087,F,1986,SRD145C,285
190721,1185211836,E,77087,F,1975,62039,285
190722,1185157616,P,77087,F,1993,SRD147Z,285
190723,1185127359,E,77087,M,1992,92140,285
190724,1185452969,P,77087,M,1969,SRD147Z,285
190725,1183435332,P,77087,F,1984,SRD145C,285
190726,1183160955,E,77087,F,1983,62038,285
190727,1180782075,E,77087,F,1973,91011,285
190728,1180654098,P,77087,F,1992,SRD129E,285
190729,1181841719,P,77087,F,1952,SRD144R,285
